0,SansAnimation,,,,,,,,
,,,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,1,36,0.3,0.2,,,,
0,BoneStab,3,36,0.3,0.2,,,,
0.67,,,,,,,,,
0,SansSlam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0,BoneStab,1,36,0.3,0.2,,,,
0,BoneStab,3,36,0.3,0.2,,,,
0.67,,,,,,,,,
0,SansSlam,3,,,,,,,
0,SansBody,HandUp,,,,,,,
0,BoneStab,1,36,0.3,0.2,,,,
0,BoneStab,3,36,0.3,0.2,,,,
0.7,,,,,,,,,
0,SansSlam,0,,,,,,,
0,HeartMaxFallSpeed,0,,,,,,,
0,BoneV,650,276,30,2,800,,,
0,BoneV,650,360,30,2,800,,,
0.05,,,,,,,,,
0,BoneV,650,276,33,2,800,,,
0,BoneV,650,357,33,2,800,,,
0.05,,,,,,,,,
0,BoneV,650,276,36,2,800,,,
0,BoneV,650,354,36,2,800,,,
0.05,,,,,,,,,
0,BoneV,650,276,39,2,800,,,
0,BoneV,650,351,39,2,800,,,
0.05,,,,,,,,,
0,BoneV,650,276,42,2,800,,,
0,BoneV,650,348,42,2,800,,,
0.05,,,,,,,,,
0,BoneV,650,276,45,2,800,,,
0,BoneV,650,345,45,2,800,,,
0.05,,,,,,,,,
0,BoneV,650,276,48,2,800,,,
0,BoneV,650,342,48,2,800,,,
0,SansBody,HandLeft,,,,,,,
0,SansTorso,Default,,,,,,,
0,SansX,323.5,,,,,,,
0.4,,,,,,,,,
0,SansEndRepeat,,,,,,,,
0,HeartMaxFallSpeed,750,,,,,,,
0,CombatZoneResizeInstant,-10,276,575,391,,,,
0,BoneStab,0,55,0,100,,,,
2.214,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.2,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,SansX,323.5,,,,,,,
0,ComBatZoneResizeInstant,241,226,406,391,,,,
0,SansSweat,3,,,,,,,
0,sansHead,BlueEye,,,,,,,
0,HeartTelePort,323.5,308.5,,,,,,
0,HeartMode,0,,,,,,,
1.3,GasterBlaster,3,323.5,308.5,323.5,308.5,0,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,360,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,5,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,55,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,95,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,185,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,275,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,365,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,10,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,145,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,235,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,325,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,370,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,15,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,65,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,105,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,195,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,285,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,375,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,20,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,155,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,245,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,335,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,380,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,25,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,75,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,115,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,205,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,295,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,385,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,30,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,165,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,255,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,345,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,390,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,35,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,85,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,125,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,215,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,305,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,395,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,40,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,175,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,265,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,355,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,400,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,95,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,360,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,405,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,50,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,185,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,275,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,365,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,410,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,55,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,105,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,145,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,235,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,325,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,370,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,415,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,195,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,285,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,375,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,420,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,65,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,115,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,155,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,245,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,335,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,380,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,425,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,205,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,295,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,385,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,430,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,75,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,125,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,165,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,255,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,345,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,390,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,435,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,215,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,305,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,395,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,440,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,85,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,175,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,265,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,355,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,400,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,445,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,360,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,405,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,450,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,0,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,360,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,5,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,55,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,95,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,185,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,275,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,365,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,10,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,145,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,235,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,325,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,370,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,15,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,65,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,105,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,195,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,285,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,375,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,20,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,155,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,245,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,335,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,380,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,25,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,75,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,115,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,205,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,295,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,385,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,30,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,165,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,255,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,345,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,390,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,35,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,85,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,125,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,215,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,305,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,395,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,40,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,175,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,265,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,355,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,400,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,95,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,360,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,405,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,50,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,100,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,185,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,230,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,275,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,320,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,365,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,410,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,55,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,105,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,145,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,190,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,235,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,280,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,325,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,370,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,415,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,60,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,110,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,150,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,195,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,240,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,285,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,330,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,375,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,420,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,65,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,115,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,155,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,200,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,245,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,290,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,335,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,380,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,425,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,70,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,120,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,160,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,205,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,250,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,295,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,340,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,385,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,430,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,75,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,125,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,165,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,210,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,255,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,300,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,345,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,390,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,435,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,80,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,130,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,170,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,215,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,260,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,305,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,350,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,395,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,440,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,85,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,175,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,220,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,265,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,310,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,355,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,400,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,445,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,140,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,360,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,405,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,450,0.1,0
0.0999,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,0,0.1,0
0,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.1,0
